,text,label_h,label_f,label_s
731,arshi ne hi paysa dia hoga #entertainmentkiraat  ko or colours kokhud to ghar me shilpaji ki izzat utarte rehe ab sayad pyse deke bahar vi wohi jari rakkha henehayat hi ghatea larkihate her,1,1,0
732,bhai jab tk aap modi ji se hate krenge,0,0,0
733,aap ki bhai ne bahut sanskri he na jo bihar me rape nehi kiya aur bihar cabinet se nikal gyei he na sir kuch bolne se pahele apne aap ko jhank lo sir ji,1,0,0
734, shatrugansinha_ agar aap ko lagta hai ki party mai aap ka satkar nahi  ho raha hai to aap party se alag kaheko nahi ho hate ho tum gaddar ho,0,1,0
735,tum care karte hote toh samaj jate ke porkistan kitna zalil hai  coz tum andhe bangaye ho tumhe dikhta nahi ke porkio ke vaje se har jaga terrorism phel gaya hai anpad log aur hijada desh,1,1,0
736,din ba din rape barh hain tumhari india mein sirf toilets na hone ki waja seagar paise nahin hain tou human batao hum chanda ikatha ker k bhaij dete hain suna hai tumhare mulk mein ghurbat bohat haibhooki nangi qouminka gandhi nanga raha kapre naseeb hai hoye bhenchod ko,0,1,0
737,isko sahe nikala ghar se iscey ki awam ne  india hate arshi khan,1,0,0
738,bhai  dimag bilkul satka hua he  sale harami  zaraar_ ka language to dekho  mulla ko sex elawa aur kuchh nehin dikhta  sale ek to abhi abhi arrest hua he  murgi ko rape karte hue ,0,0,1
739,bhai kaya choice h wha  india hate arshi khan  i can bet  jutte na parre iscey kahe bahar jakee,1,0,0
740,i hate kejriwal desh ki rajniti k liye thik nahi h,1,1,0
741,ha tere waha to bakri aur murgo ka rape hota h,0,0,0
742,investigation ke naam per legal terrorism aur legal extortion ka business chal raha hai,1,1,0
743,nafrat km aur pyar badhate rahomerry xmas,0,0,0
744,apne national anthem ko change karo and yeh line add karo chutiyeh zammen shaban  terristo ka yeh jahan terrorism itna phela hai ke koi company porkistan mei aatie nahi  sirf terrorist aate hai osama jaise,1,1,0
745,priyank ki mom ko bhej nai sakte yaar hate dis show biased they r heartless pri ki mom ko bhejte yaar gandagi kyu,1,0,0
746,pakistan sirf terrorism hi failana janta h usko rishto ki ehmiyat nahi samaj aati he isliye ek maa ko bete se gale nahi milne diya,0,1,0
747,muze bhi lgta haiachha hua yr yehi dono huei hate these both,1,0,0
748,haha yahi toh hai  tum log jhoot ke sahare zinda ho anpad desh terrorism phela raha hai jake porki kha ke porki,1,0,0
749,or tab maza ayega  and priyank ko bhi sabak milega dosti mei gahdari ka  priyank must be out for sure hate you priyank sharma and vikas tu bhi jayega #hinakhan #bb #biggboss,0,0,0
750,jo sitam uthakar bhi pichhe nahi hate wahi lokpriye neta hai,0,1,0
751,le dekh kon krta hai rape pictwittercom ikxqdaqh,0,0,1
752,kute apni asli zaat dikhane lage gujarat jit gaye hae hindustan ki ladkio sambhal k rehna in logo k jitne guru h rape murder cases mae shamil h to chelo ka kya guru jail mae chele guruo k kaam ko nahi chodege k chodege bus yehi hoga,1,0,0
753,abe hat sali jhut bol bolkr ki dil saf h  shilpa ka use kiya  khud flip hui bitch  shilpa ki ek adat esko pasand nahi ayi hogi hume tu puri pasand nahi ayi entertaining kha se lagti thi tu jail ja sali teri jagah hi wo h dusro pr kichad uchala tu khud hai we hate you arshi khan,1,0,0
754,aap ne hate ki suruat ki har insan mein bhar chuka h,0,1,0
755,haha bhai jaane de sirf hand shake karna inke liye creepy hai par ration card ke naam par molestation karna aur nirbhaya ke rapist ko reward dena sanskar hai inn jihadiyo ke muh na lago rape halala yahi inka culture hai karne do jitni marzi utni spamming,0,0,0
756,are ha musharraf ka kya hal hai suna hai uski gaand fat gayi hai isliye khule aam wo pakistani terrorism ko support kar raha hai hahahaha,0,0,0
757,u gud peopleare sharam karo itna dam hai to sare up se sare rapust ko pakro or ek bhi rape hone se roko magar nahi tumhe soft target chahie,1,1,0
758,koi zarurat aaj bhi vahi king hai salman ki har movie bakwas hoti ilike him but hate his movies,1,0,0
759,baat to aise kar raha hai jaise rape pe case nai hua aur rapist ko tumlog ke tarha muhammad aur allah bana diya wah,0,1,0
760,i am like u too sab hi use hate karte ha  apna captain ha,0,1,1
761,vayapam ghotala karte waqt lazza nahi ayi  ab nirlazta dikha rahe  desh ke har meghavi chatr ke sath balatkar hai vayapam ghotala you should be booked for rape,1,0,0
762,jo hina ko hate karega vo to bichara vese hi game k bahar hai lol  eyehinakhan #bb  biggboss,0,1,0
763,vote for luv priyank ka hogaya safar bahut kheliya he hates hina na so we hate him #bb,0,0,0
764,acha chal betichod tujhe kisi aur site ka link de deeta hoon saza gai bhaar main yahi banda bahir aa k  aur bachiyoon ka rape kare ka yahi hota hai tere bharat mahan main,1,0,0
765,mahoday ramesh harijan bindu sharma ke sath rape kiya tha jiska court se faisala aana hai  ramesh harijan ne ulta bindu ke bhai par case kiya hai ki mere ladki ko cheda hai mahrajganj police bhi ramesh se mili hai jisk uchit jach karai pictwittercom gigmkcdlp,0,0,0
766,aha pakistan ein police bhi rape kar ti hai,0,0,0
767,salman dont hate hina  he likes her tabhi too hina ke bina ek bhi episode pura nhi hota  eyehinakhan  biggboss,0,0,0
768,loray sab report hota hai yaha yeh india nahi hai k rape karo aur maar k gaar do  yaha bc hum bachi char takk nahi sakte warna police hamara rape kar dete hain loray,1,0,0
769,but i hate you arshi madam priyank ne aapke baare me kitna kuch bola but use apna frnd bana liya aur baaki ne utna to kuch nahi kiya to use latka diya,1,1,0
770,ab tu bata ke na mard pakistanio ko janwar aur aur chote bacche itne kuu pasand hai pakistan mein hi nahi balki uk and saudi mein bhi animal rape kiya hahaha,0,0,0
771,abay apne indian media say bahir aaa betichod lanaat hai aisay fir pay jis k bad bhi har saal hazaroon rape ho jate hain india main,1,0,0
772,bhosdi k yeh india nahi hai jo chodo aur  rupay de k chhoot hai agar waha police ki koi auqaat hoti tou saal ka lakh rape nahi hota,1,1,0
773,sex ka bhooka kon hai wo tou dunya jaanti hai bc hazaroon bachiyaan roz ki rape karte hoon har dosri gali main randi khana kol k rakha hai phir atni aag hai k rape bhi karte ho,0,1,0
774,abay bhosday  saal ki bachi ko pregnant karne say acha hai janwar he chod lou  tum log bhi apne maa bheno ko ka rape choro aur janwaroon pay garmi nikalo apni shayad india ki rale rating kam ho jai,1,0,0
775,to baba ke pass kinyu gyee thi jo baba  se zyada ladkio ko rape kr chuke h,0,1,0
776,hahaha nikal report   madar cbod apni reports bhi nikal le pakistani kide sirf india ka rape issue aur tatti dikhti hai iske alawa tum gandui aur kisi layak nahi,0,0,0
777,hote hai pakistan mein kabhi saala pura gaon rape karta hai ek ladki ka kabhi koi tum salo janwaro ko bhi nahi bakashte hahahah sale katue tharki,1,0,0
778,acha uspe saal k hazaoon rape ho jate hain,0,1,1
779,nahi bhosdi waloon garmi tumhare andar bhari hai abhi issi saal report  main  bandi rape hue hai india main warna asal main tou  rape huehoon ge,0,0,0
780,chutiye bhosray yeh india nahi hai yaha kisi larki ko cher bhi do tou police gand phar dete hai tere india main tou hazaar rape k bad bhi log khule ghoom rahe hote hain,1,0,0
781,madar jaat  ye kand tere desh mein hote hai beheno se shadi karke rape aur fir talak ja be bhosdike   google kar kya pata tere baap ne bhi apni behen se shadi ki ho aur tere jaisa na jayaz aa gaya,0,1,0
782,nahi chutiye pakistan top  main bhi nahi hai but india rd rapist country  hai world main aur issi tarha tumhari larkiyo k rape hote rahe tou st rank main zayda dair nahi,0,0,0
783,#santa aaj hm sab bina gyan ke nasha ke shikar ho rahe h aur mahan kasht bhogte h aapnasha ki lat se hate karenhttps  youtube weczhjvtvcspictwittercom bukssas,0,0,0
784,tumhare hindu baba ne tumhari hajaro bahan betiyon ka rape kiya hai aaj usko jalane ke liye koi nahi aaya kya yahi hindutwa hai dogle log dogla dharam,0,0,0
785,nafrat ki market mein mohabbat bechate hain,0,1,0
786,i hate love  pri dono ko vote mat kro hina ko hi target kar rah h kya dosti nibhayi h dono ne,1,1,1
787,#entertainmentkiraatbakwas showhate all of ubadduva aap sab ke liye,1,0,0
788,bihar mein  ke dasak mein jangal raaj bhi hua karta tha apaharn  loot  murder  rapes where being committed by  unki bhi jaatiya batao do farzi doctor,0,0,0
789,jab tak na_ pak ka purna vidhhwansh nahi hoga   terrorism khatam nahi hoga,0,0,1
790,abe incognito naam ke piche chupe jihadi kutte yeh spamming band kar ration card ke naam par rape karna aur nirbhaya rapist ko appeasement ke liye k rs aur sewing machine dena yeh hai tumhari aurto ke prati izzat,0,0,0
791,kyu bahot se pakistani aur indian ek dusre nafrat karte hai  so much hate on my tl  koi answer do,1,1,0
792,ye to kuran ka rape hai,0,1,1
793,bhaijaan i dont like this post ye new year hota to theek tha but ye tyohaar hum musalmaanon ka nahi hai i hate this post please delete and  allah  se tauba karo,0,1,0
794,i hate prince the most kahi dikh gaya to jootee maar maar ke uska sada hua muh kharab krdunga jis muh se harr ladki ko kiss deta firta h,1,1,0
795,k tuueee ye hai asli  saal ki bacchi  se rape karne wale k chamche dusro ko esa nahi bolte pictwittercom pnrxocgm,1,1,1
796,maine kab hate kiya main to ye bol rahi hon ki unki wajah se saara time tag main nikal jaata hai aisa ho gaya to main to chian se apni life jee sakugi na,0,1,0
797,agar hindu terrorism par aaya to bhagte firoge  ek aapsi rajnish ko hindu terror ka naam dene wale dr narang ke waqt kaha mar gaye the ye selective secularism nahi chalega,0,0,0
798,tum bahut gandgi nikli  bandagi we hate you hamlog shilpa frns hey punish ko save karne k liya vote kiya aapne vikash k liya vote magi eatna filp kaise ho sakri ho aap#shilpaholics,1,0,0
799,ved tiwari ye bhi sahi hai baba log to chupa ke rapr kar rahe muslim me maulvi dharm ke naam pe mahilawo ka rape karte haibaba aur maulvi dono galat kare hai,0,1,0
800,hina bahut jhut bolti hai fir manti bhi nhi hai maine ye bola jab salman bolte gain to bolti hai ho sakta hai i hate your paltu behaviour,1,1,0
801,q teri behan ka rape kiya tha us criminal ne ya wo tere maa ka yar hai salo kaudi ki aukad nhi tingu tumhari aur aa gaye bakwas karne,0,1,0
802,wo rohini wala baba jisne masoom hindu ladkiyo ko rape kiya tha uska kya naam tha,1,1,0
803,but why jab pri ye sochke vikas ko support kr rha tha tb to  eyehina ji frndshp ki bat kr rhe the ki frnds ko hi support kro  min pahle kh rhe the i hate u   beingluvtyagi bhi janta tha ki wha bethe kitne bhi city baje pr dil se sirf hina sath hai to uska vote metter krta h,0,1,0
804,sapna ji rape krne wala chahe hindu ho ya muslim saja ek honi chahiye uske hath pair kat diye jayen ya phir uski aankhen phod di jayen kam se kam unhe v dard ka ehsas to ho,0,0,0
805,i hate you raju srivastavatumhara kya bigada hai shilpa nepaise lekar kuch bhi karoge kya bhagwan ne tumhe bhi beti di haiupar wala sab dekh raha hai usse daro,1,0,0
806,kya hindu baba ko hindu ladhkiyon ka rape karna allowed hae ,0,0,0
807, bbhuttozardari nawaz sharif janwer hai or khawateen ko rape karwata hai punjab main,0,0,0
808,haan islam sirf sharaab peene se hi badnaam hota hai terrorism aur fundamentalism wahabism and salafism se nahin nahin    zyadatar mughal badshah aur sultans bewre the zinko islami apna masiha maante hain ,1,1,0
809,agar no hate guru gobind singh ,0,0,0
810,kuch logo ne enjoy kiya kuch ko afsos hua aap pure fans ko nahi bol sakte i was also sad but i also hate her too,0,0,0
811,flu se naak sarh gya hai yari hate winters,1,0,0
812,ab se main bhi locki ki sabzi naho khaungi i hate this sabzi,1,0,0
813,aur bhi bahut kuch tha bb related se bolne ko raju shri pr tumne parsnol ja ke bola shilpa ko uske kam ke bare me uske self respect ke bare me i hate u raju shri jaisi tumhri shakl waisi tumhari akal,0,1,0
814,fir whistle bajane se pehle i hate u i hate u q bola or jo #luv hamesha tumhare sath raha use support q nahi kiya akhade me,1,0,0
815,i hate too yaar this show is so biased na sare ache logo ko bahar kar chutiyo ko rakh liya  shit,1,0,0
816,kafi sankalpit ho aap ki #dwarkaexpressway kabhi bane hi na aur #kherkidaulatoll kabhi hate hi na poster bana ke tweet kar dene se hum thodi maan lange aapke jhoot ko saach #rera dilute kia aur online rti bhi nahi #haryana me,0,0,0
817, tentej itna bada namard hai ki agar iske samne koi eve teasing ho ya rape ho to baith k hasega ar bolega mai kyu padu inke beech mai aise aadmi kalank hai hamare desh k lye,1,0,0
818,i hate taklas all raps woh muh kholta hai ki usse khuch phek ke marne ka mann karta hai,1,1,0
819,now i hate #colorstv show #entertainmentkiraat ye kya tarika hai joke banane ka shilpa ji ki insult kar dali jokes ki apni limit   hoti wo bhi jispe joke kar re wo waha pe hai bhi nahi hate this so no respect for women #shilpashinde #westandbyshilpa,1,0,0
820,hahahahaah haan samjh gaya tha mn bari bt hai aisi hoti nhn hen girls i hate this dhishom dhishom hahahahah,0,0,0
821,raju shri jaise ghatiya entertainers hote hai jo paise ko liye kisi bhi had tak kisi ko bhi bol shkte hai raju shri bhul gye ki public agar upre lati hai to niche lana bhi janti hai i hate raju shri u r a disgusting entertainer,1,0,0
822,nahi ji i just hate tinday karele   nd etc jo bhi bole hain,1,0,0
823,asram ko beti doge to rape to hoga hi kahte hai na aag aur koila ek sath rahega to aag lage hi,0,1,1
824,kutti tu jitana vikas ke khilaf likhege utana hi tere shitpa ko nafrat milegemujhe woh buri nhi latati tere jaise wahiyat fan ke wajah se  shilpa shitpa lagane lagicarry on more u will write bullshit more people will hate shitpa twitter par hi jeeta lena shitpa ko,0,1,0
825,raju ji same on you jo aapne shilpa ji ke baare me bahut galat bola i hate you me pehle aap ki fan aab nahi hu,0,0,0
826,bhai jo strong hota he usko hate he kiya jata he or apna bhai sbse strong he is waqt game me to ye to obviously bolege esa luv k liye,0,0,0
827,pakistan ka scene alag hai they hate us we hate them,0,0,0
828,sahi bolte hai hum jab ram rahim asaram rampal ko dekha tha to bhi akal nahi aati inko ghar me maa baap saas sasur ki seva nahi kar sakti or baba ke per dabane chali jati hai to kya inki puja karege rape hi hoge,0,0,0
829,or baba ki baat to jo ladki khud hi baba ke pass jaye uska to rape hoga hi par jo masum bachi ka ghar me rape karte hai wo up ke muslim the rahege,0,0,0
830,up me kyu muslim hi hindu betiyo ka rape karte hai kisne di unhe taaqat hindu ko kamjor bnaya aap jese logo ne,1,1,0
831,ghamand hai use khud par bahut fake hai chalu behuda ghatiya i hate her,1,1,0
832,kya kya seh ke aayi hai hamari queen  i hate you,0,1,0
833,sale chutiye ek ladki ki ijjat karna nahi janta hate u from nepal,1,1,1
834,delhi ka nirbhaya case apko yaad hoga up ka dalit ladki ko rape karke jala kar marne ka case bhi yad hoga ye sab yadav congress raaj me hi huya,0,0,1
835,tumhe koi kehe shkti kapoor k pass jayo even jutta utha de toh kaisa lagega hate karna bandh karo but fact par baat karo jha if u girl so yeh girls ki respect ki baat hai behan,0,1,0
836,aree  dec gang rape me justice ke liye protest kr rhe logo pe laathicharge krna even ladkiyo ko marna ye manmohan ji se seekhe https  twittercom kavyaaagain status ,0,0,0
837,and nd ma kbhi apni tareef ni krta  i hate myself ya to paka koi ar hi ha,1,0,0
838,sab hath dho k pade hai shilpa ko degrade karne tum logo ko shilpa chor k aur kuch sujhta ni hate u all shilpa haters we viewers love her tum logo ko aisi ki taisi,1,0,0
839,mujhe aj bahut gussa aya wo log ka degradeshilpaprocess dekh ke hate them entertainment kiraat,0,0,0
840,kyu re randi ke bacche fake id sirf teri maa ki chut se hi bana sakta hai kya suvar ki aulad tu hakla hakla kya krta tu kya suvar ke bacche modi ki gand se nikla hai ya salgay ke lund ne teri maa ka rape kiya tab tu peda hua suvar be bacche,1,0,0
841,jab tak waha pe terrorism khatm nhi hoga tab tak pak kabhi nhi sudhrega #tigerzindahai,0,0,1
842,this is india log dil se sochate h we hate you jo apne shilpa k sath kiya or baher aane k baad apne dekh hi liya hoga ki awam kis k sath h,1,1,0
843,kya be bhagwa bhandgarib mahilao se blatkar  atychar tere sanskar me hae tere narbhachchi raj me dalit nirbal se rape bad gya  ,0,0,0
844,kutta raju shriwastaw i hate that admi mene bhi dekha aaj kitna begerat admi hai zara sharam nhi ise comedy kehte hai kya kutta,1,0,0
845, irajusrivastava  mujhe lagta nehi ki inki maa b hai esiliye sanskar nehi sikhe haihate u raju,0,1,0
846,i hate these awardsacha bhala drama nahi aaya,1,0,0
847,wahhh bhai mehdi pehle acha banda tha kyaye salman se hate kabse karne laga ,0,0,0
848,bhai tu bs hate karta hai issleye bakchodi kar raha,0,1,1
849,kisiko bolne se pehle socha karo mai pehle tumhri respect karta tha but ab nhi i hate u ap ek wahaiyiyat battmiz aurat h,1,0,0
850,it was so disrespectfuli hate that raju  apne season mein beizzatti karwaa kar nikla tha aur doosron par comment kar raha hai,1,0,0
851,koi baat nai he shilpa ki bejati karne k liye to tum ko bahar akar patta chalega etna marenge something wessa hi kaha its too much yar hina akash ka to jokely kiya par usko buri tara peskiya shilpa ka i hate that guy  #shilpians check out in voot app,1,0,0
852,thodi hi der pehle i hate u i hate u kaha or fir usi k liye whistle bajaya luv ki hi hamesha q bali di jati he dosti k naam pr https  twittercom nkkhandelwalboy status ,0,0,0
853,maine khud bahut baar condemn kiya hai aur kisi bhi ghair muslim se zyada ek sachaa musalman karta hai  kyunki terrorism se sabse bada nuqsaan musalman ko hua hai,0,1,0
854,show rigged hai aur shilpa ne kya kiya yaar jo usko kaha joota nikal ke maruga to joota bhi ganda ho jayega ma bana ka shauk hai to bahar nikalo shakti kapoor wait kar raha haii hate u  colorstv  endemolshineind  viacom im deeply hurt,0,0,0
855, isalilsand show rigged hai aur shilpa ne kya kiya yaar jo usko kaha joota nikal ke maruga to joota bhi ganda ho jayega ma bana ka shauk hai to bahar nikalo shakti kapoor wait kar raha haii hate u  colorstv  endemolshineind  viacom im deeply hurt #entertainment ki raat,1,0,0
856, isalilsand show rigged hai aur shilpa ne kya kiya yaar jo usko kaha joota nikal ke maruga to joota bhi ganda ho jayega ma bana ka shauk hai to bahar nikalo shakti kapoor wait kar raha haii hate u  colorstv  endemolshineind  viacom im deeply hurt,1,0,0
857,vikaas is real ok  smjhao phr pehlay shpa se hate phr love aur peth peechay burai isk bad priyank se itni nafrat shakal nh dekhao ye wo sab aglay hi din hiten k jatay hi sab thk hogya kaisay,0,0,0
858,wo hara b pehen lenge toh bhi hate jaari rahegi,0,1,0
859,mai kisi dharm ko hate nai karta koi mera dharm leke ungli karega yah kshoti karne ki kousis karega usko chorne wala nai hu,0,0,0
860,shilpa ki maa bannay ki overacting maa ban ban k sab ki bitching kr re na koi task m part leti na kuch  vikas ki mind gamer bannay k bad bh rkh rkh k acting pehlay priyank se itna hate aur hiten k jannay k bad foran itna pyar k uff us sb se to bht bhtr hai bhaie,1,0,0
861,bohot ganda tha yeai just hate the showkyu jalti hai sabki shilpa seabb kya biggboss wale khud nehi bol paye to ish show ko use kiya haiiiiiiii,1,1,0
862,khud ko bht bara celeb samjhti ha choro yar i hate her https  twittercom rudeicious status ,1,1,0
863,bc meme bnane ke chkr mei mind ka rape kyu karwana hai ,0,1,1
864,hina ne uske liye whistle bjayi jise usne min phle bola tha i hate u,1,0,1
865,i also hate vikas bt priyank ne  hina ka naam nh liya ar hina kaise khus hokr boli vikas ko muh dekhne layak tha vikas ka vikas gupta kya smjte ho,1,1,0
866,az bahram behtar too rape farsi vaghan nadarim  #,0,0,0
867,is bc ka tweet padha kisi ne meri to hasi hi nahi ruk rahi  shubhangi ji se hate karne ki koi wajah nahi to shubhangi ji ko pagal bata raha hai aise hi shitpa ke fan nahi bana tu,0,1,1
868,is bc ka tweet padha kisi ne meri to hasi hi nahi ruk rahi  shubhangi ji se hate karne ki koi wajah nahi to shubhangi ji ko pagal bata raha hai aise hi shitpa ke fan nahi bana tu  https  twittercom shilpashinde status ,0,0,1
869,women ke sath rape kab rukega ab to baba v,1,0,1
870,is desh ka jisne bhi bala karne ki sochi usi ke piche pad hate hai,0,1,0
871, alamgirizvi  realqueensimren  anjupra  koi baba larkio aurto ko bandi banake rakha hai media akh band rakhekoi rape ho media akh band rakhekoi udyogpati loot raha desh kai paiso ko media ki akh bandunemployment faila hai industry ki halat kharab media ki akh band,0,0,0
872,ayesha se bari khabees aurat nahi is dunia mei koi i hate her so much,1,1,0
873,jee bilkul farz hota hai lekin phir maa baap ka bhi farz hota hai k woh apni aulad ki khushiyon ka khayal rakhen unke na chahte huye bhi unhe dur bhej kar konsi khidmat hoti hai i freaking hate sabir  #khamoshi,1,0,0
874,ye log babaon ke rapejihad k khilaf kyon nahin kucchh karte hain  ye baba bahno ko apne hawash ka shikar bana rahe hai jo few neutral media  reporting ki wajah se ek karke jail ja rahe hain https  twittercom thewire_in status ,0,0,0
875,pahle bata na ki tu chat ke aaya ki nahi aur kitni der ghusa tha osama aur bagdadi ke gad meaur ye bata ki kis vajah se hate karta hain sare peaceful community wale modi se,1,1,0
876,i hate vikaas sab badaa doglaa insan hai woh ghar ka,1,0,1
877, kaypsss lala kal ke baud se zinda ghar wapis aye ho na bagair rape hue,0,1,1
878,koi bat niiii  ap k hate ko dekhta,0,1,1
879, abhinandansekhr atleast tumhare journalism ke gold standard  ravishndtv ki tarah apne bhai ke rape ko toh nahi chupatey,0,1,0
880,hate kisi say bhi nahi tha  sab say pyar tha wo bhi bht zyada and ab nafrat hai apnay aap say isi wajah say k q tha aisa,1,0,1
881,nahi mujhe  wuckthaforld i hate u likhna tha,1,0,1
882,kyun ki itna hate tumko karte hain ham,0,1,1
883,villain ki tharak ko salam  bhencho fight scene ke beech mein bhi rape attempt band nahi karta,0,0,1
884,but abhi cutiyapa itna badh gaya hai ke sarcasm ka rape ho raha hai,0,1,0
885,haha yaar kitna bhi gujju ko hate kar le pm to wahi rahega    rachitst,0,0,0
886,kabhi gujrat ke rape case par aur mp keisi ke jasus par bhi kar le,0,0,0
887,avataar ko janam le k  sari dunya ko khatam kr k  nayi ek takhleek karni paregi nai tou terrorism khatam na hoga dharti se   ,1,1,1
888, ravishndtv  bdutt  jhasanjay  sardesairajdeep  nayisadak ravish ji  bade bhai rape ke saukin n bade se chhota seekta hai its true ,0,0,0
889,karachi ko support karnay wali bachiyan bhi ugly hen  i hate this yaar nonsense,1,0,0
890,haan bhai rape toh nai hua aaj koi par bomb toh pahte tere pakistan mein  chal bhai jab tak zinda hai twitter karle,0,1,0
891,waise rape se mujhe teri maa ki hai allah hai yaad hai,0,1,0
892,tu hamari fd ki jotish hai bahena and sacchi mein i hate neha,0,1,0
893,delhi main kaam ho na ho  hate mongering toh kar hi sakte hain   arvindkejriwalhttps  twittercom arvindkejriwal status ,0,1,0
894,sutiye thand kam padi delhi rape capital hai abhi bhi  ashutoshb,1,0,0
895,bhai hate n hater ki baat nahi main toh fact bol raha mujhe unlogo se koi lena dena nahi,0,1,0
896,agar koi mere bharat ma ke tukre karne ki bat karega or me agar hate na karu toh me bharat ma ko kese muh dikhaoga,0,1,0
897,likha lo aj b karachi ka rape ho ga,0,1,1
898,acha hia yar aur india walay tu bilkul na suno i hate india par kiya karo song un khe sunte ho https  twittercom jiyatahmad status ,1,0,0
899, rjraunak bhai haste hate gir pade the ham to maza aa gayi yaar keep it up,0,0,0
900,phir kyon jhel rahe hain unkohe was hindu hriday samrat till he gave hate speech,0,1,0
901,modihate pagal bana deta hai suna tha andha bhi bana deta hai https  twittercom ani_news status ,0,1,0
902,delhi mei to modi sarkar hai wahan chedchhad chodo roj rape ho raha hai,0,1,0
903,khude gaan raj  akaser hate achhe ekrash    asha  http  fbme ljmsugvv,0,1,0
904,sab hate hi karte hai iss pyari si bachhi ko,0,1,1
905,dalit ladki ka rape kiya tere bhai ne  ravishndtv https  twittercom biharetv status ,1,0,0
906,aur tum logo nay tou indian army k naam pay balatkari suar paal rakhe hain jo sirf kashmiriyon ka rape karna jaante hai bas,1,1,0
907,hum tumhari tarah besharm nahi jo apni behen ke sath rape kare or use shaadi bataye burqe me sab galat hota h,0,0,0
908,i hate dis condolences akhir kab tak ab waqt hai pahele protesters ki legs me goli marne ka  jo jis bhasa ko samjhta hai,0,0,1
909,to rape ho rha ho tb bhi yahi kare ,0,1,1
910, mehreen_sibtain mohtarma vaham mein na rahennuksan aap ka jyada hai hum terrorism ko khatam karna chahte hain badhana nahi  mehrtararhttps  twittercom mehrtarar status ,0,0,1
911,panama par app me kabhi baat nahi kihisaab mangna tu hate nahi heee https  twittercom rehamkhan status ,0,1,0
912,jo log apne hi minister ki nabalik betiyo k sath rape kar rahe hain  unhe log kaise vote kre jail me interospection krege kuchh dino me https  twittercom giniromet status ,1,0,0
913,iit ke naam par kalank wahan rape kiya tha aur arrest bhi hua tha,1,1,0
914,aap ki ma ko rape kuta tha mogul indars ne #shame child of rape  friendscongress  farahishabina,0,0,0
915,gali mat de bhai nai to bolegi muslim hoon is liye gali de raha bolti ha army iski maa been ka rape kiya,0,0,0
916, reportpemra  aamirliaquat camershal onair honi chahiye aap khud sochiye kya ye hate spech nhi  ,0,1,0
917,dost suna hai hafeez saeed jail mein hai terrorism ke charges par  https  twittercom abbasighoi status ,0,0,1
918,corruption bhi terrorism jitna bara nasoor hai dar sahb ka us baray mai kia khyal hai,1,1,0
919,karachi ko terrorism ka shikaar honey pe bura bhalla bolnay waaley aaj chupse sog mana rahey hain,0,1,0
920,o bhai apni ego aur terrorism ke saath dushmani side pe kr ke  logoun ke baary me socho  bharwoun,0,1,0
921,bhai sp aur bsp ke up candidates kyon chod diye aur ravish ke bhai ko kyon chod diya ek dalit ke rape case main,0,1,1
922,use hate karo jo eksath itne msgs send kar raha hai,0,1,1
923,kidnap aur rape  saala karne wale shaik sayeed bawazir aur uska sathi chanchalguda jail me http  fbme zcvzab,1,0,1
924,ye maa beti hamesha he ishwari ko bachate he aur khud he phas hate he #krpkab #kuchrangpyarkeaisebhi  mamtaypatnaik  iamejf  shaheer_shttps  twittercom teamtheupdates status ,1,0,1
925,sir jin ko  months ki pay ni milti or wo bechary qarz ly kr guzara krain to kia khaak laray gy terrorism k liye ,0,1,1
926,jab aik larki ko rape kerne k baad us ko dhande wali banaya ja sakta hai to building main chemical bhi ho sakta hai https  twittercom samialys status ,0,1,0
927,to madhya pradesh and rajsthan me karati hai jaha rape case sabase adhik darj huye hai,0,1,0
928,kyu bhaiya uske bhai ne rape kiya laga tere bhai ne rape kiya wah wah jo tum karo wo teek bjp kare toh kharab,0,1,0
929,hamare foji jawan shaheed ho kar bhi haar jate hain ar dehshatgard mar ke bhi jeet jaate hainutter reality of terrorism in pakistan #lahore,1,0,0
930,sir ji vijay jolly ne party worker ka hi rape kar diya boliye ji achambhit patra ji,0,1,0
931, arvindkejriwal kyaa kiya hai delhi me ab takcamera lgawaya so that rape hote huye dekh skorape rokne par dhyaan lgao pm ke pap par nahi,0,0,0
932, vipinkumarta gang rape for bears wo bhi  din se kya haal ho chuka hai bears ki g   d ka ,1,1,1
933,twitter pe beth kar fauj or riasat k faislo k khilaf qoum ko warghalana  ye hate speech to the nation hai ,1,0,0
934,itni achchi ladki ko koi kaise hate kr skta hai,0,1,1
935,sari suwidhaye aaye hai or wo pta nhi kaha hate hai sab jhuth hai sab jagah toilet fecility me yes kar rkha hai or unke pass aaj tak nhi hai,0,1,0
936,sirf ulama qasoorwar nahi ab to university sai parhe likhe log terrorism mai involv nazar ate hain,1,1,0
937,congress neta aur  ravish ndtv ke bhai pe rape aarop neta farar https  youtube s_dovzrqcm,0,0,0
938,yar tum log mujhe hate kiu nahi dete,0,1,0
939,aapki mane to pareshani bharat ke tukde kehne per bhi nahi hona chahiyesoch hai apni apni i hate jnu  supporter,1,0,0
940,sirf musalman ki beti meri beti hy ramzan mein bijli milegi  yadavakhilesh ne kaha ladke rape kar sakte hain mulayam ne kaha #votebjp,0,0,0
941, httweets  shivsunny delhi me daily rape hote hai  to unko ye kanjarwal hi karta hoga,0,1,0
942,apni dhaak bithany ke liye sabhi awam ka khoon bahate hai  aap ulta bol rahe hain kamran sahab,0,0,0
